Divorce_date;DOB_partner_man;Age_partner_man;Monthly_income_partner_man_peso;DOB_partner_woman;Age_partner_woman;Monthly_income_partner_woman_peso;Date_of_marriage;Marriage_duration;Season;Zodiac_man;Zodiac_woman;Level_of_education_partner_woman;Level_of_education_partner_man;Employment_status_partner_woman;Employment_status_partner_man;Age_Gap;Year_divorce;Month_divorce;Compatibility_rate
13/06/2003;12/09/1973;29;6000.0;10/08/1974;28;9000.0;04/08/2001;1;Spring;Virgo;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2003;6;0.35
15/06/2011;16/09/2050;60;10000.0;13/08/2054;56;5000.0;02/03/1974;37;Spring;Virgo;Leo;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2011;6;0.35
19/09/2013;29/08/1988;25;10000.0;12/08/1987;26;8000.0;17/08/2012;1;Summer;Virgo;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2013;9;0.35
20/08/2014;02/09/1978;35;4000.0;07/08/1979;35;4000.0;12/01/2009;5;Summer;Virgo;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2014;8;0.35
20/10/2003;27/08/2069;34;6000.0;24/07/1974;29;5000.0;24/11/2001;1;Autumn;Virgo;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2003;10;0.35
20/12/2013;17/09/1991;22;3600.0;31/07/1991;22;3000.0;02/07/2010;3;Autumn;Virgo;Leo;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;0;2013;12;0.35
21/12/2009;15/09/1975;34;10000.0;11/08/1975;34;10000.0;06/08/2003;6;Winter;Virgo;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2009;12;0.35
30/04/2012;14/09/1984;27;8000.0;29/07/1985;26;8000.0;02/03/2007;5;Spring;Virgo;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2012;4;0.35
03/07/2003;12/07/2069;33;5000.0;18/08/2072;30;5000.0;28/08/2000;2;Summer;Cancer;Leo;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;3;2003;7;0.35
03/11/2004;04/07/2064;40;6000.0;13/08/1977;27;2000.0;09/10/2003;1;Autumn;Cancer;Leo;ELEMENTARY SCHOOL;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;13;2004;11;0.35
04/02/2011;24/06/2068;42;6000.0;01/08/2067;43;12000.0;30/03/1996;14;Winter;Cancer;Leo;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2011;2;0.35
11/03/2011;17/07/2062;48;10000.0;22/08/2070;40;10000.0;19/01/1990;20;Winter;Cancer;Leo;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;8;2011;3;0.35
12/03/2012;08/07/2068;43;5600.0;31/07/2067;44;14000.0;08/10/1992;19;Winter;Cancer;Leo;COLLEGE          ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;1;2012;3;0.35
15/05/2009;29/06/2069;39;15000.0;26/07/1977;31;15000.0;18/11/2000;7;Spring;Cancer;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;8;2009;5;0.35
16/07/2004;10/07/2064;40;6000.0;15/08/2067;36;5000.0;29/07/1994;9;Summer;Cancer;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2004;7;0.35
18/02/2003;23/06/2072;30;2500.0;27/07/2070;32;5000.0;01/07/1994;8;Winter;Cancer;Leo;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;2;2003;2;0.35
19/09/2001;21/07/2065;36;10000.0;26/07/2063;38;2800.0;11/12/1991;9;Summer;Cancer;Leo;MIDDLE SCHOOL    ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2001;9;0.35
23/03/2004;30/06/1975;28;4200.0;26/07/1982;21;7000.0;08/09/2000;3;Spring;Cancer;Leo;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;7;2004;3;0.35
24/06/2014;21/07/1985;28;12000.0;22/08/1984;29;10000.0;07/02/2013;1;Summer;Cancer;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2014;6;0.35
26/08/2014;12/07/2067;47;7500.0;02/08/2070;44;8000.0;07/08/1992;22;Summer;Cancer;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2014;8;0.35
29/01/2009;20/07/1976;32;14890.0;10/08/1975;33;14780.0;14/12/2007;1;Winter;Cancer;Leo;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2009;1;0.35
30/10/2009;19/07/2067;42;15000.0;19/08/2066;43;5000.0;23/12/1995;13;Autumn;Cancer;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2009;10;0.35
02/05/2012;30/04/1983;29;8600.0;22/03/1987;25;3600.0;15/02/2008;1;Spring;Taurus;Aries;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;4;2012;5;0.38
04/10/2012;26/04/2054;58;7000.0;17/04/2059;53;5500.0;31/08/1978;34;Autumn;Taurus;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2012;10;0.38
05/12/2006;09/05/1974;32;12000.0;14/04/1974;32;4500.0;14/04/2001;5;Autumn;Taurus;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2006;12;0.38
07/09/2000;20/04/2063;37;10000.0;03/04/2063;37;5000.0;23/04/1994;6;Summer;Taurus;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2000;9;0.38
07/11/2006;12/05/2047;59;15000.0;14/04/2049;57;5000.0;22/06/1972;34;Autumn;Taurus;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;UNEMPLOYED;2;2006;11;0.38
09/03/2009;17/05/2059;49;6000.0;02/04/2066;42;15000.0;27/07/1985;17;Winter;Taurus;Aries;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;7;2009;3;0.38
09/04/2013;25/04/2058;54;8000.0;16/04/2059;53;8000.0;10/02/2012;1;Spring;Taurus;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2013;4;0.38
11/04/2014;22/04/2061;52;14000.0;10/04/2062;52;12500.0;25/06/1983;30;Spring;Taurus;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2014;4;0.38
11/11/2003;13/05/2048;55;3000.0;29/03/2062;41;1700.0;29/01/1977;26;Autumn;Taurus;Aries;MIDDLE SCHOOL    ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;14;2003;11;0.38
11/11/2009;28/04/2070;39;3000.0;11/04/2070;39;2000.0;11/04/1992;17;Autumn;Taurus;Aries;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;0;2009;11;0.38
13/03/2013;26/04/2062;50;2000.0;04/04/2062;50;15000.0;20/03/2001;11;Winter;Taurus;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2013;3;0.38
13/04/2009;25/04/2060;48;10000.0;12/04/2057;52;10151.0;04/12/1982;26;Spring;Taurus;Aries;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;4;2009;4;0.38
18/10/2001;11/05/2054;47;5000.0;01/04/2065;36;4500.0;27/01/1986;15;Autumn;Taurus;Aries;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;11;2001;10;0.38
22/05/2003;25/04/2068;35;4000.0;08/04/2067;36;6452.0;06/11/1995;7;Spring;Taurus;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2003;5;0.38
23/07/2004;12/05/1975;29;2000.0;15/04/1977;27;7000.0;27/12/1997;6;Summer;Taurus;Aries;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2004;7;0.38
25/02/2010;30/04/1973;36;5000.0;10/04/1975;34;2000.0;06/12/2004;5;Winter;Taurus;Aries;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;2;2010;2;0.38
25/10/2001;18/05/1974;27;6000.0;21/03/1975;26;6500.0;18/12/1999;1;Autumn;Taurus;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2001;10;0.38
26/08/2009;06/05/1980;29;5200.0;16/04/1979;30;4500.0;20/12/2001;8;Summer;Taurus;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2009;8;0.38
01/09/2008;12/01/1975;33;5000.0;30/05/1977;31;6000.0;13/12/2003;15;Summer;Capricorn;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2008;9;0.68
02/09/2014;24/12/1973;40;2000.0;04/06/1981;33;2000.0;10/12/2003;11;Summer;Capricorn;Gemini;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;7;2014;9;0.68
03/06/2009;18/01/2063;46;5000.0;05/06/2064;45;8000.0;01/08/1989;29;Spring;Capricorn;Gemini;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2009;6;0.68
05/09/2011;29/12/2065;45;4000.0;23/05/2066;45;4000.0;17/08/1989;22;Summer;Capricorn;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2011;9;0.68
07/06/2012;03/01/1981;31;7500.0;12/06/1980;31;4500.0;29/07/2004;6;Spring;Capricorn;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2012;6;0.68
08/12/2000;04/01/2070;30;5000.0;21/05/2066;34;5600.0;28/02/1998;1;Autumn;Capricorn;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2000;12;0.68
09/06/2008;25/12/2055;52;15000.0;14/06/1975;32;3000.0;16/05/2007;1;Spring;Capricorn;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;20;2008;6;0.68
11/04/2008;26/12/1983;24;4000.0;29/05/1984;23;4000.0;25/10/2002;5;Spring;Capricorn;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2008;4;0.68
12/03/2008;10/01/2071;37;5000.0;25/05/2070;37;1500.0;09/05/1991;16;Winter;Capricorn;Gemini;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;0;2008;3;0.68
13/12/2006;14/01/2048;58;7500.0;21/05/2059;47;7000.0;03/02/1987;17;Autumn;Capricorn;Gemini;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;11;2006;12;0.68
15/08/2013;31/12/1982;30;4800.0;11/06/1981;32;3200.0;26/01/2010;3;Summer;Capricorn;Gemini;MIDDLE SCHOOL    ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;2;2013;8;0.68
15/12/2010;04/01/1974;36;3500.0;01/06/1983;27;2500.0;31/01/2002;8;Autumn;Capricorn;Gemini;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;9;2010;12;0.68
16/10/2001;27/12/2069;31;1500.0;26/05/2070;31;6000.0;25/08/2000;1;Autumn;Capricorn;Gemini;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;0;2001;10;0.68
16/12/2009;15/01/1975;34;6500.0;22/05/2071;38;8200.0;04/12/1999;9;Autumn;Capricorn;Gemini;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;4;2009;12;0.68
19/07/2011;03/01/1976;35;5000.0;01/06/1979;32;5000.0;24/09/2009;1;Summer;Capricorn;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2011;7;0.68
24/06/2008;07/01/2063;45;5000.0;27/05/2062;46;8000.0;22/06/1990;18;Summer;Capricorn;Gemini;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2008;6;0.68
25/01/2012;17/01/1973;39;8400.0;03/06/1973;38;10500.0;18/02/1998;11;Winter;Capricorn;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2012;1;0.68
25/05/2000;11/01/2050;50;1000.0;23/05/2060;39;800.0;18/07/1987;12;Spring;Capricorn;Gemini;ELEMENTARY SCHOOL;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;11;2000;5;0.68
26/11/2007;10/01/2057;50;6000.0;10/06/2056;51;7500.0;03/09/1983;23;Autumn;Capricorn;Gemini;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2007;11;0.68
27/11/2001;26/12/1973;27;6500.0;22/05/1974;27;2800.0;10/02/2000;1;Autumn;Capricorn;Gemini;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2001;11;0.68
28/05/2002;06/01/2058;44;3500.0;05/06/2061;40;4000.0;19/01/1985;17;Spring;Capricorn;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2002;5;0.68
31/08/2000;18/01/1973;27;12000.0;24/05/1976;24;2000.0;03/03/1995;5;Summer;Capricorn;Gemini;MIDDLE SCHOOL    ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;3;2000;8;0.68
02/10/2001;13/11/2070;30;3500.0;04/01/2072;29;2000.0;25/02/1995;6;Autumn;Scorpio;Capricorn;MIDDLE SCHOOL    ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2001;10;0.95
06/04/2009;04/11/2070;38;6000.0;16/01/1977;32;10000.0;06/07/1996;31;Spring;Scorpio;Capricorn;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2009;4;0.95
13/02/2012;12/11/2052;59;3000.0;24/12/2057;54;4000.0;14/03/1987;24;Winter;Scorpio;Capricorn;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;UNEMPLOYED;5;2012;2;0.95
17/08/2011;26/10/2058;52;6000.0;14/01/1978;33;12000.0;17/12/2005;3;Summer;Scorpio;Capricorn;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;19;2011;8;0.95
19/12/2008;10/11/1976;32;7000.0;31/12/1976;31;15000.0;23/12/2006;1;Autumn;Scorpio;Capricorn;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2008;12;0.95
20/04/2004;28/10/1973;30;5000.0;25/12/1975;28;4000.0;08/12/1998;5;Spring;Scorpio;Capricorn;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2004;4;0.95
20/09/2002;25/10/2071;30;9600.0;31/12/2071;30;4800.0;29/12/1995;6;Summer;Scorpio;Capricorn;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;0;2002;9;0.95
26/04/2011;25/10/2054;56;15000.0;23/12/2069;41;10000.0;07/02/1998;13;Spring;Scorpio;Capricorn;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;15;2011;4;0.95
27/06/2008;11/11/2057;50;5000.0;15/01/2059;49;10000.0;07/06/1980;13;Summer;Scorpio;Capricorn;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2008;6;0.95
29/05/2008;17/11/2071;36;5000.0;03/01/1973;35;5000.0;09/02/2001;6;Spring;Scorpio;Capricorn;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2008;5;0.95
30/05/2000;25/10/2070;29;5000.0;04/01/2072;28;5000.0;14/02/1998;2;Spring;Scorpio;Capricorn;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2000;5;0.95
31/10/2011;03/11/1976;34;8000.0;28/12/1978;32;7000.0;02/10/2009;2;Autumn;Scorpio;Capricorn;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2011;10;0.95
31/10/2012;29/10/1977;35;12500.0;12/01/1978;34;6000.0;25/10/2008;3;Autumn;Scorpio;Capricorn;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2012;10;0.95
02/10/2003;22/04/2064;39;8000.0;23/12/2064;38;3000.0;23/09/1986;7;Autumn;Taurus;Capricorn;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2003;10;0.98
03/08/2004;19/05/2072;32;3000.0;16/01/1974;30;4000.0;03/08/1998;6;Summer;Taurus;Capricorn;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2004;8;0.98
04/04/2013;17/05/1984;28;3000.0;23/12/1983;29;1500.0;22/12/2011;1;Spring;Taurus;Capricorn;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2013;4;0.98
06/04/2010;18/05/2064;45;4000.0;03/01/2066;44;3000.0;20/10/1986;23;Spring;Taurus;Capricorn;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2010;4;0.98
06/06/2001;30/04/2070;31;2800.0;12/01/2070;31;600.0;19/05/1988;11;Spring;Taurus;Capricorn;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2001;6;0.98
06/11/2003;18/05/2060;43;15000.0;31/12/2064;38;5000.0;13/08/1997;6;Autumn;Taurus;Capricorn;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2003;11;0.98
07/03/2001;18/05/2059;41;4000.0;06/01/2063;38;4000.0;25/06/1994;6;Winter;Taurus;Capricorn;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;3;2001;3;0.98
12/05/2011;05/05/1975;36;5000.0;04/01/2071;40;5000.0;12/02/1999;12;Spring;Taurus;Capricorn;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;4;2011;5;0.98
12/05/2011;20/05/1973;37;19000.0;22/12/2072;38;6500.0;23/07/2004;3;Spring;Taurus;Capricorn;COLLEGE          ;COLLEGE          ;UNEMPLOYED;EMPLOYED  ;1;2011;5;0.98
20/01/2010;12/05/1984;25;3200.0;05/01/1988;22;3300.0;14/01/2006;3;Winter;Taurus;Capricorn;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2010;1;0.98
24/01/2007;12/05/1977;29;3600.0;13/01/1983;23;4000.0;28/01/2003;4;Winter;Taurus;Capricorn;MIDDLE SCHOOL    ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;6;2007;1;0.98
26/09/2011;21/04/1980;31;5000.0;26/12/1979;31;6000.0;20/12/2008;2;Autumn;Taurus;Capricorn;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2011;9;0.98
29/01/2007;06/05/2046;60;5000.0;25/12/2059;47;5000.0;28/11/1996;10;Winter;Taurus;Capricorn;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;13;2007;1;0.98
29/06/2009;29/04/2068;41;2500.0;24/12/1974;34;2000.0;09/03/1994;15;Summer;Taurus;Capricorn;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;7;2009;6;0.98
03/12/2007;06/06/2057;50;7000.0;18/05/2059;48;7000.0;15/09/1995;10;Autumn;Gemini;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2007;12;0.33
05/06/2000;24/05/1974;26;3000.0;11/05/1978;22;3500.0;03/05/1996;4;Spring;Gemini;Taurus;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;4;2000;6;0.33
09/10/2002;14/06/2055;47;10000.0;14/05/2056;46;6000.0;15/12/1979;21;Autumn;Gemini;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2002;10;0.33
11/04/2001;10/06/2061;39;1900.0;06/05/2064;36;3200.0;17/08/1981;20;Spring;Gemini;Taurus;ELEMENTARY SCHOOL;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;3;2001;4;0.33
11/05/2004;15/06/1975;28;2500.0;13/05/1975;25;3000.0;07/03/2001;3;Spring;Gemini;Taurus;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;3;2004;5;0.33
11/06/2003;06/06/2058;45;4000.0;22/04/2063;40;1600.0;18/01/1982;11;Spring;Gemini;Taurus;HIGH SCHOOL      ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;5;2003;6;0.33
11/08/2011;11/06/1974;37;4000.0;14/05/1973;38;4500.0;23/04/2003;3;Summer;Gemini;Taurus;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2011;8;0.33
12/07/2011;26/05/2070;41;3200.0;29/04/1973;38;5600.0;10/12/2002;8;Summer;Gemini;Taurus;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;3;2011;7;0.33
14/04/2009;28/05/2050;58;4000.0;03/05/2055;53;3000.0;09/12/1972;36;Spring;Gemini;Taurus;MIDDLE SCHOOL    ;;EMPLOYED  ;EMPLOYED  ;5;2009;4;0.33
14/04/2010;23/05/2068;41;6000.0;26/04/2070;39;3600.0;20/02/1991;16;Spring;Gemini;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2010;4;0.33
15/04/2014;01/06/1977;36;5000.0;04/05/1979;34;2000.0;03/05/2002;11;Spring;Gemini;Taurus;MIDDLE SCHOOL    ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2014;4;0.33
15/05/2000;19/06/2056;43;16000.0;10/05/2056;43;12000.0;28/04/1979;21;Spring;Gemini;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2000;5;0.33
19/05/2006;10/06/2067;38;8000.0;08/05/1974;31;4000.0;11/03/2000;6;Spring;Gemini;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;7;2006;5;0.33
20/07/2009;20/06/2072;37;5000.0;11/05/2069;40;5000.0;03/08/2001;7;Summer;Gemini;Taurus;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;3;2009;7;0.33
22/11/2002;23/05/1975;27;8000.0;21/04/1979;23;2000.0;24/07/1999;3;Autumn;Gemini;Taurus;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;4;2002;11;0.33
25/03/2009;23/05/2063;45;4000.0;24/04/2066;42;1600.0;22/12/1984;15;Spring;Gemini;Taurus;MIDDLE SCHOOL    ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2009;3;0.33
26/07/2010;22/05/1975;35;8000.0;02/05/1982;28;5000.0;31/01/2003;7;Summer;Gemini;Taurus;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;7;2010;7;0.33
26/08/2011;05/06/1978;33;4000.0;17/05/1977;34;4000.0;12/02/2008;3;Summer;Gemini;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2011;8;0.33
27/02/2015;13/06/1981;33;6000.0;05/05/1988;26;5500.0;27/12/2012;2;Winter;Gemini;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;7;2015;2;0.33
28/09/2010;12/06/1974;36;2500.0;18/05/2066;44;2500.0;08/06/1995;15;Autumn;Gemini;Taurus;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;8;2010;9;0.33
05/11/2001;28/05/2053;48;1200.0;29/05/2057;44;12000.0;29/02/1988;13;Autumn;Gemini;Gemini;ELEMENTARY SCHOOL;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;4;2001;11;0.6
10/07/2000;17/06/2051;49;3200.0;17/06/2048;52;14000.0;18/05/1991;9;Summer;Gemini;Gemini;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;3;2000;7;0.6
11/07/2012;19/06/2068;44;9000.0;23/05/1979;33;7000.0;15/04/2011;1;Summer;Gemini;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;11;2012;7;0.6
16/10/2006;12/06/2057;49;6000.0;15/06/2062;44;3000.0;25/03/1983;11;Autumn;Gemini;Gemini;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2006;10;0.6
18/02/2010;22/05/2071;38;7000.0;14/06/2071;38;7000.0;17/06/2006;3;Winter;Gemini;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2010;2;0.6
19/09/2000;16/06/2061;39;2600.0;03/06/2054;46;5000.0;08/07/1994;6;Summer;Gemini;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;7;2000;9;0.6
21/08/2012;30/05/1976;36;10000.0;26/05/1982;30;9000.0;27/07/2007;5;Summer;Gemini;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2012;8;0.6
24/01/2008;30/05/2067;40;4000.0;16/06/2054;53;4000.0;07/12/1985;18;Winter;Gemini;Gemini;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;13;2008;1;0.6
25/10/2013;24/05/1986;27;10000.0;28/05/1981;32;6000.0;05/12/2009;4;Autumn;Gemini;Gemini;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;5;2013;10;0.6
27/05/2008;28/05/2057;50;14000.0;30/05/2063;44;9000.0;08/08/1987;17;Spring;Gemini;Gemini;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2008;5;0.6
27/10/2008;09/06/2059;49;10000.0;09/06/2063;45;3000.0;06/09/1980;28;Autumn;Gemini;Gemini;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2008;10;0.6
27/11/2012;07/06/2065;47;7500.0;19/06/2068;44;3000.0;08/08/2008;4;Autumn;Gemini;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2012;11;0.6
03/08/2009;16/04/1973;36;11000.0;02/05/1981;28;2800.0;07/05/2002;7;Summer;Aries;Taurus;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;8;2009;8;0.38
04/02/2010;03/04/1975;34;6000.0;16/05/2070;39;4900.0;11/05/2005;4;Winter;Aries;Taurus;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;5;2010;2;0.38
